Gene	sgRNA	mock_day12|beta	mock_day12|z	mock_day12|p-value	mock_day12|fdr	mock_day12|wald-p-value	mock_day12|wald-fdr	myci_Day12|beta	myci_Day12|z	myci_Day12|p-value	myci_Day12|fdr	myci_Day12|wald-p-value	myci_Day12|wald-fdr	z_Difference	beta_difference
Tardbp	5	-1.5424	-3.267	0.00092478	0.025788	0.001087	0.018526	-1.6236	-3.4382	0.00071928	0.024911	0.00058562	0.010866	-0.1712	-0.0812
Gm18856	5	-0.036022	-0.2877	0.98202	0.99969	0.77358	0.93547	-0.11722	-0.93618	0.74327	0.9854	0.34918	0.76495	-0.64848	-0.081198
Bbip1	4	0.25076	1.5207	0.11904	0.56385	0.12834	0.66906	0.16958	1.0283	0.32188	0.84252	0.30379	0.7531	-0.4924	-0.08118
Spn	5	0.024071	0.18238	0.74656	0.98236	0.85529	0.95883	-0.057103	-0.43264	0.9271	0.99581	0.66527	0.89022	-0.61502	-0.081174
Gnptab	5	0.11875	0.48932	0.38188	0.86333	0.62462	0.88918	0.03758	0.15484	0.71635	0.98107	0.87695	0.96293	-0.33448	-0.08117
Rps28	3	-0.74313	-2.0105	0.14103	0.60227	0.044376	0.3688	-0.82426	-2.2298	0.10918	0.55765	0.02576	0.24106	-0.2193	-0.08113
Ldb2	5	0.18148	1.2191	0.2034	0.70569	0.22279	0.7542	0.10038	0.67434	0.47924	0.92759	0.50009	0.82565	-0.54476	-0.0811
Tomm70a	5	-1.572	-4.4776	0.00087341	0.025788	7.55E-06	0.00041625	-1.6531	-4.7084	0.00051377	0.018282	2.50E-06	0.00020853	-0.2308	-0.0811
Gramd2	5	0.031362	0.17619	0.71763	0.97826	0.86014	0.96013	-0.049734	-0.2794	0.95165	0.99725	0.77994	0.93054	-0.45559	-0.081096
Lrrc10	5	-0.078177	-0.74215	0.8711	0.99329	0.458	0.83367	-0.15921	-1.5115	0.63574	0.9707	0.13067	0.67256	-0.76935	-0.081033
Micu2	5	0.31722	1.1646	0.031391	0.29207	0.24418	0.76233	0.23622	0.86723	0.12664	0.59758	0.38582	0.78102	-0.29737	-0.081
Ddrgk1	5	-0.25516	-1.3488	0.46249	0.9062	0.17742	0.72625	-0.33614	-1.7767	0.3432	0.86002	0.075616	0.53111	-0.4279	-0.08098
Osbpl3	5	0.14648	0.6653	0.29835	0.80968	0.50586	0.84966	0.065512	0.29753	0.60959	0.96568	0.76606	0.92583	-0.36777	-0.080968
Zic2	5	0.12276	1.0149	0.36925	0.8583	0.31014	0.7836	0.041828	0.34576	0.70124	0.97931	0.72952	0.91121	-0.66914	-0.080932
Dusp28	5	0.041229	0.31096	0.67704	0.97447	0.75583	0.92974	-0.039695	-0.29938	0.98469	0.99891	0.76465	0.9254	-0.61034	-0.080924
Clec4a3	5	0.15038	1.5024	0.28663	0.80118	0.13298	0.67205	0.069501	0.69439	0.59274	0.96243	0.48744	0.82082	-0.80801	-0.080879
Foxg1	5	0.12852	0.6328	0.3509	0.84687	0.52686	0.85517	0.047691	0.23478	0.67992	0.97931	0.81438	0.94268	-0.39802	-0.080829
Dmrtc1a	5	-0.021967	-0.1645	0.93033	0.9989	0.86933	0.96335	-0.10278	-0.7697	0.78442	0.98816	0.44148	0.79909	-0.6052	-0.080813
Klrb1b	5	0.19921	1.0014	0.16492	0.64834	0.31666	0.78505	0.1184	0.59516	0.41831	0.90471	0.55173	0.84724	-0.40624	-0.08081
Scfd2	5	0.23509	1.6386	0.1027	0.52856	0.1013	0.61617	0.15429	1.0754	0.30693	0.82903	0.28219	0.74728	-0.5632	-0.0808
Tmem71	5	0.25043	1.4064	0.083333	0.4796	0.15961	0.71189	0.16963	0.95265	0.26372	0.78616	0.34077	0.76211	-0.45375	-0.0808
Itgb7	5	0.23193	1.3655	0.10794	0.54136	0.1721	0.72306	0.15115	0.88992	0.31653	0.83611	0.37351	0.77448	-0.47558	-0.08078
Cxcr6	5	0.1606	1.5191	0.25822	0.77644	0.12873	0.66906	0.079916	0.75596	0.55379	0.95187	0.44967	0.80246	-0.76314	-0.080684
Muc5ac	5	0.25579	1.3776	0.077322	0.46479	0.16831	0.7205	0.17511	0.94309	0.24856	0.77124	0.34564	0.76356	-0.43451	-0.08068
Macrod2	5	0.31142	1.5748	0.034525	0.30897	0.1153	0.64596	0.23076	1.1669	0.13528	0.61006	0.24326	0.73961	-0.4079	-0.08066
Cpe	5	-0.023418	-0.18777	0.93527	0.99926	0.85106	0.95766	-0.10406	-0.83441	0.78021	0.98769	0.40405	0.7867	-0.64664	-0.080642
Hmgcs2	5	0.19484	1.6705	0.17345	0.6597	0.094815	0.5984	0.11422	0.97926	0.43326	0.91326	0.32745	0.75948	-0.69124	-0.08062
Gpr151	5	0.12497	0.94081	0.36216	0.85411	0.3468	0.7938	0.04436	0.33395	0.6922	0.97931	0.73841	0.9145	-0.60686	-0.08061
Ccdc184	5	-0.070914	-0.49339	0.89504	0.99526	0.62174	0.88808	-0.15151	-1.0541	0.65444	0.97551	0.29182	0.74863	-0.56071	-0.080596
Ahsg	5	0.22605	1.1524	0.11729	0.56109	0.24915	0.76332	0.14548	0.74156	0.33333	0.85211	0.45835	0.80722	-0.41084	-0.08057
Fkbp9	5	0.21847	1.7191	0.12921	0.58016	0.085603	0.56796	0.13791	1.0852	0.3565	0.86864	0.27783	0.74728	-0.6339	-0.08056
Trpt1	5	-0.026473	-0.29819	0.94734	0.99926	0.76556	0.93299	-0.10702	-1.2055	0.77194	0.98712	0.228	0.72992	-0.90731	-0.080547
Sync	5	-0.16797	-1.2506	0.62505	0.96106	0.21107	0.74369	-0.24848	-1.85	0.46717	0.92578	0.064314	0.48314	-0.5994	-0.08051
Gsg1	5	0.24261	1.1542	0.093146	0.50473	0.24843	0.76332	0.16212	0.77125	0.28504	0.80848	0.44056	0.79876	-0.38295	-0.08049
Cox8c	5	0.19547	1.3156	0.17232	0.65842	0.1883	0.72997	0.11501	0.77405	0.42997	0.91215	0.4389	0.79871	-0.54155	-0.08046
Zfp397	5	0.32431	1.4394	0.027898	0.2741	0.15004	0.69997	0.24389	1.0825	0.11575	0.57328	0.27904	0.74728	-0.3569	-0.08042
Zfp791	5	0.11176	0.77153	0.40521	0.87788	0.4404	0.82579	0.031358	0.21648	0.74183	0.9854	0.82861	0.94827	-0.55505	-0.080402
Miox	5	0.016141	0.14395	0.78077	0.98858	0.88554	0.96818	-0.064234	-0.57284	0.90326	0.99417	0.56675	0.85182	-0.71679	-0.080375
Sumo3	5	-0.039865	-0.34924	0.99568	0.99969	0.72691	0.91964	-0.1202	-1.053	0.73294	0.98346	0.29233	0.74863	-0.70376	-0.080335
Olfr975	5	0.1123	0.53758	0.4031	0.87675	0.59086	0.87636	0.031977	0.15307	0.73962	0.98529	0.87834	0.9633	-0.38451	-0.080323
1700113H08Rik	5	0.2728	1.3989	0.060419	0.41249	0.16185	0.71514	0.19248	0.987	0.20469	0.71416	0.32364	0.75893	-0.4119	-0.08032
Ano7	5	0.030444	0.35577	0.72082	0.97826	0.72201	0.9178	-0.049874	-0.58281	0.9514	0.99725	0.56002	0.84967	-0.93858	-0.080318
Siah2	5	0.053308	0.40808	0.62634	0.9613	0.68322	0.9074	-0.027001	-0.2067	0.96928	0.99816	0.83625	0.95075	-0.61478	-0.080309
Esrp2	5	-1.6922	-4.438	0.00056515	0.020333	9.08E-06	0.00046508	-1.7725	-4.6485	0.00030826	0.01432	3.34E-06	0.00025119	-0.2105	-0.0803
B4galt4	5	-0.01505	-0.11534	0.90264	0.99712	0.90817	0.9744	-0.095338	-0.73069	0.80492	0.99168	0.46497	0.8112	-0.61535	-0.080288
Dll4	5	-0.13149	-1.4045	0.71429	0.97819	0.16016	0.71244	-0.21175	-2.2618	0.52826	0.9426	0.023712	0.2248	-0.8573	-0.08026
Btbd11	5	0.035801	0.25233	0.69975	0.97702	0.80078	0.94292	-0.044443	-0.31324	0.96902	0.99816	0.7541	0.92141	-0.56557	-0.080244
Slc38a11	5	-0.057629	-0.45239	0.94585	0.99926	0.65099	0.8973	-0.13786	-1.0823	0.68866	0.97931	0.27914	0.74728	-0.62991	-0.080231
Mamdc4	5	-0.1031	-0.70769	0.7965	0.99117	0.47914	0.84056	-0.18331	-1.2582	0.58652	0.96243	0.20833	0.72877	-0.55051	-0.08021
Plcb4	5	-0.027728	-0.25399	0.95207	0.99926	0.7995	0.94262	-0.1079	-0.98836	0.76911	0.98712	0.32298	0.75893	-0.73437	-0.080172
B9d1	5	-0.14713	-0.95841	0.67478	0.97426	0.33785	0.7895	-0.22729	-1.4805	0.50108	0.93443	0.13873	0.68135	-0.52209	-0.08016
Olfr686	5	0.11146	0.58473	0.40655	0.87862	0.55873	0.86413	0.031319	0.16429	0.74188	0.9854	0.8695	0.96037	-0.42044	-0.080141
Zp2	5	0.12214	1.0156	0.37125	0.85922	0.30984	0.7836	0.042013	0.34933	0.70037	0.97931	0.72684	0.91033	-0.66627	-0.080127
Spint1	5	-0.063182	-0.44425	0.92406	0.99823	0.65686	0.89827	-0.14329	-1.0075	0.67514	0.97887	0.31367	0.75486	-0.56325	-0.080108
Mfsd5	5	0.22262	0.96203	0.12274	0.56983	0.33603	0.78808	0.14254	0.61595	0.3434	0.86002	0.53793	0.84335	-0.34608	-0.08008
Rasa3	5	0.16959	1.5105	0.23238	0.74145	0.13092	0.66953	0.089517	0.79731	0.51788	0.94004	0.42527	0.79347	-0.71319	-0.080073
Pigq	5	-0.044679	-0.40885	0.9887	0.99969	0.68265	0.9074	-0.12472	-1.1412	0.72154	0.98258	0.25377	0.7431	-0.73235	-0.080041
Cep19	5	0.10985	0.67689	0.41235	0.88227	0.49848	0.84708	0.029839	0.18386	0.74702	0.98589	0.85412	0.95621	-0.49303	-0.080011
Zfp42	5	-0.022949	-0.16398	0.93362	0.99926	0.86975	0.96335	-0.10293	-0.73544	0.78396	0.98802	0.46207	0.80916	-0.57146	-0.079981
Ipo5	5	-0.3098	-1.7446	0.38034	0.86266	0.08106	0.5505	-0.38976	-2.1949	0.28021	0.80407	0.028174	0.25879	-0.4503	-0.07996
Zfp583	5	-0.024531	-0.26833	0.93948	0.99926	0.78844	0.94016	-0.10449	-1.1429	0.77903	0.98769	0.25306	0.7431	-0.87457	-0.079959
Ces2h	5	0.13052	1.2933	0.34525	0.84507	0.19591	0.73182	0.050578	0.50117	0.6678	0.97707	0.61625	0.87304	-0.79213	-0.079942
Gm572	5	-0.11702	-0.66439	0.75385	0.98305	0.50644	0.84966	-0.19696	-1.1182	0.5578	0.95187	0.26348	0.7453	-0.45381	-0.07994
Kdm7a	5	-0.7351	-2.9166	0.061858	0.41719	0.0035388	0.04812	-0.81503	-3.2336	0.041667	0.34972	0.0012225	0.019346	-0.317	-0.07993
Polr3a	5	-1.7176	-4.2707	0.00046239	0.018036	1.95E-05	0.00081047	-1.7975	-4.4685	0.00020551	0.0099256	7.88E-06	0.00044827	-0.1978	-0.0799
Hoxd11	5	0.064587	0.75894	0.58051	0.94966	0.44789	0.82886	-0.015311	-0.17991	0.92273	0.99468	0.85722	0.95697	-0.93885	-0.079898
Notum	5	-0.03787	-0.36062	0.98885	0.99969	0.71839	0.91726	-0.11774	-1.1212	0.74157	0.9854	0.26221	0.74432	-0.76058	-0.07987
Olfr868	5	-0.035058	-0.23977	0.97858	0.99942	0.81051	0.94605	-0.11491	-0.78589	0.74928	0.98589	0.43193	0.79529	-0.54612	-0.079852
Trim62	5	-0.34197	-1.5702	0.34114	0.84481	0.11637	0.64752	-0.42176	-1.9365	0.24877	0.77163	0.052806	0.42106	-0.3663	-0.07979
Ttc30a2	5	0.054667	0.31566	0.62063	0.95923	0.75226	0.92922	-0.025104	-0.14495	0.96265	0.99816	0.88475	0.965	-0.46061	-0.079771
Myof	5	0.19029	1.4311	0.18331	0.67768	0.15241	0.70414	0.11055	0.83134	0.44652	0.91959	0.40578	0.7867	-0.59976	-0.07974
Klhl32	5	0.1158	0.98014	0.39129	0.8697	0.32702	0.78649	0.036069	0.30527	0.72344	0.98287	0.76016	0.92341	-0.67487	-0.079731
Zbtb21	5	0.12174	0.88121	0.373	0.86041	0.3782	0.80301	0.042044	0.30432	0.70037	0.97931	0.76088	0.92357	-0.57689	-0.079696
Tstd1	5	0.30996	1.4727	0.035193	0.31222	0.14084	0.68567	0.23028	1.0941	0.13579	0.61105	0.27392	0.74592	-0.3786	-0.07968
Rgs6	5	0.15781	0.7642	0.26485	0.78201	0.44475	0.82791	0.078177	0.37857	0.55939	0.95187	0.70501	0.90366	-0.38563	-0.079633
Stx12	5	0.069926	0.46533	0.55975	0.94183	0.64169	0.89519	-0.0097033	-0.064572	0.90079	0.99417	0.94852	0.98582	-0.529902	-0.0796293
Kdm5d	5	0.38669	1.8305	0.009402	0.13708	0.067177	0.49137	0.30707	1.4536	0.053226	0.39216	0.14606	0.68904	-0.3769	-0.07962
Zfp148	5	0.24674	1.0382	0.088009	0.49295	0.29919	0.78169	0.16713	0.70314	0.2706	0.79514	0.48197	0.81838	-0.33506	-0.07961
Gm10490	2	0.27447	1.1227	0.24121	0.75325	0.26156	0.76663	0.19488	0.79714	0.43598	0.91346	0.42537	0.79347	-0.32556	-0.07959
Olfr50	5	0.088041	0.62383	0.48988	0.91681	0.53274	0.85654	0.0084673	0.059996	0.83236	0.99168	0.95216	0.98689	-0.563834	-0.0795737
Aoah	5	-0.032292	-0.19726	0.96866	0.99926	0.84362	0.95505	-0.11186	-0.6833	0.75771	0.98712	0.49442	0.8236	-0.48604	-0.079568
Ccdc15	5	0.027823	0.29825	0.73048	0.97923	0.76551	0.93299	-0.051724	-0.55447	0.94528	0.99687	0.57926	0.85722	-0.85272	-0.079547
Chpt1	5	0.0069295	0.067669	0.81648	0.99117	0.94605	0.98532	-0.072602	-0.70898	0.87634	0.99377	0.47834	0.81643	-0.776649	-0.0795315
Mtif3	5	-0.70656	-2.9234	0.071157	0.4462	0.0034626	0.047196	-0.78609	-3.2524	0.048192	0.37792	0.0011443	0.018302	-0.329	-0.07953
F12	5	0.46904	1.8617	0.0019009	0.045792	0.062647	0.46826	0.38953	1.5461	0.016389	0.1995	0.12208	0.6567	-0.3156	-0.07951
Evc	5	0.21454	1.6967	0.13517	0.59243	0.089761	0.58258	0.13503	1.0679	0.36591	0.87312	0.28556	0.74775	-0.6288	-0.07951
Cd33	5	-0.11711	-0.54323	0.75365	0.98305	0.58697	0.87513	-0.19654	-0.91164	0.55872	0.95187	0.36196	0.76927	-0.36841	-0.07943
Xrcc5	5	-0.33465	-1.4758	0.34808	0.84557	0.14	0.68444	-0.41405	-1.8257	0.25539	0.77793	0.06789	0.49902	-0.3499	-0.0794
Ubl3	5	0.09499	0.91922	0.46486	0.90761	0.35798	0.79756	0.015627	0.15122	0.80528	0.99168	0.8798	0.96366	-0.768	-0.079363
Mettl20	5	0.074239	0.80607	0.54192	0.93491	0.4202	0.81723	-0.0051132	-0.055518	0.88476	0.99417	0.95573	0.98785	-0.861588	-0.0793522
Tal2	5	0.019069	0.34408	0.76783	0.98601	0.73078	0.92146	-0.060254	-1.0872	0.91564	0.99426	0.27694	0.74728	-1.43128	-0.079323
Uso1	5	-1.2494	-3.6299	0.0047781	0.084854	0.00028358	0.0063103	-1.3287	-3.86	0.003134	0.063608	0.00011338	0.0030189	-0.2301	-0.0793
Pnp2	5	0.36971	1.6692	0.012279	0.16314	0.095071	0.59905	0.29042	1.3112	0.064273	0.42901	0.18978	0.72217	-0.358	-0.07929
Ogfod2	5	-0.046508	-0.26855	0.98305	0.99969	0.78828	0.94016	-0.12579	-0.72637	0.71866	0.98223	0.46761	0.81192	-0.45782	-0.079282
Kcnab2	5	-0.026322	-0.21294	0.94652	0.99926	0.83137	0.95224	-0.1056	-0.85427	0.77615	0.98769	0.39296	0.78384	-0.64133	-0.079278
Tmem45a2	5	0.2444	1.0924	0.091091	0.50042	0.27465	0.77275	0.16516	0.73822	0.27646	0.80015	0.46038	0.80809	-0.35418	-0.07924
Cnot7	5	0.12053	0.76866	0.37685	0.86041	0.44209	0.82636	0.041297	0.26337	0.70289	0.97931	0.79226	0.93516	-0.50529	-0.079233
Nr1d2	5	0.18632	0.9401	0.19307	0.6958	0.34716	0.7938	0.1071	0.54038	0.45808	0.92444	0.58894	0.86177	-0.39972	-0.07922
Nos1	5	0.20778	1.1235	0.14678	0.61365	0.26121	0.76614	0.12856	0.69517	0.38687	0.8862	0.48695	0.82082	-0.42833	-0.07922
Olfr1275	5	0.37214	1.6057	0.011919	0.16011	0.10833	0.63263	0.29293	1.2639	0.062423	0.42345	0.20627	0.72816	-0.3418	-0.07921
Slc16a9	5	0.18895	1.2167	0.18624	0.68242	0.22372	0.75503	0.10975	0.70673	0.4497	0.92026	0.47973	0.8177	-0.50997	-0.0792
St8sia6	5	-0.024351	-0.22894	0.93891	0.99926	0.81891	0.94877	-0.10353	-0.97339	0.78185	0.98769	0.33036	0.75948	-0.74445	-0.079179
Sv2c	5	0.25031	0.98504	0.08359	0.48008	0.3246	0.78629	0.17115	0.67354	0.25935	0.78288	0.50061	0.82572	-0.3115	-0.07916
Olfr1012	5	0.23195	1.287	0.10779	0.541	0.19811	0.73188	0.15282	0.84787	0.31155	0.83342	0.39651	0.78472	-0.43913	-0.07913
Entpd5	5	0.071453	0.5483	0.55302	0.93817	0.58349	0.87264	-0.007665	-0.058818	0.89391	0.99417	0.9531	0.98713	-0.607118	-0.079118
Tpgs2	5	0.068587	0.54215	0.56509	0.94302	0.58771	0.87544	-0.01053	-0.083235	0.90423	0.99417	0.93366	0.9814	-0.625385	-0.079117
Phlpp2	5	0.21711	1.5081	0.13127	0.58467	0.13152	0.66977	0.13801	0.9586	0.3562	0.86858	0.33776	0.76101	-0.5495	-0.0791
Sowahc	5	0.32794	1.0907	0.025945	0.26125	0.27539	0.77297	0.24884	0.82761	0.10933	0.55765	0.40789	0.78673	-0.26309	-0.0791
Higd1b	5	0.017285	0.10668	0.77559	0.98725	0.91504	0.97703	-0.061804	-0.38141	0.91066	0.99417	0.7029	0.90275	-0.48809	-0.079089
Olfr317	5	0.32064	1.0602	0.02985	0.28466	0.28907	0.77925	0.24156	0.79862	0.1193	0.58166	0.42451	0.79331	-0.26158	-0.07908
Rab31	5	0.0047545	0.049596	0.8247	0.99117	0.96044	0.98885	-0.074323	-0.77529	0.87074	0.99376	0.43817	0.79854	-0.824886	-0.0790775
Dmrta1	5	0.0012901	0.0081733	0.83924	0.99117	0.99348	0.99817	-0.077769	-0.4927	0.85861	0.99376	0.62223	0.87488	-0.5008733	-0.0790591
Cdc5l	5	-1.4846	-3.6862	0.0014386	0.037037	0.00022766	0.0053388	-1.5636	-3.8817	0.00097616	0.030645	0.00010371	0.0028553	-0.1955	-0.079
Gm21905	1	0.1177	0.9724	0.76536	0.98545	0.33085	0.78694	0.038704	0.31976	0.96131	0.99816	0.74915	0.91956	-0.65264	-0.078996
Fahd2a	5	0.32887	0.94202	0.02574	0.25999	0.34618	0.79354	0.24988	0.7157	0.1081	0.55544	0.47418	0.81489	-0.22632	-0.07899
Atxn1l	5	-0.017164	-0.18107	0.91137	0.99747	0.85631	0.95935	-0.096104	-1.0139	0.80302	0.99168	0.31065	0.75445	-0.83283	-0.07894
Lbr	5	-0.012484	-0.094607	0.89195	0.99479	0.92463	0.97968	-0.091399	-0.69263	0.81602	0.99168	0.48854	0.82082	-0.598023	-0.078915
Cdk7	5	-2.3872	-5.0366	0	0	4.74E-07	6.32E-05	-2.4661	-5.201	0	0	1.98E-07	4.34E-05	-0.1644	-0.0789
Slc22a22	5	-0.033938	-0.25526	0.97385	0.99926	0.79852	0.94262	-0.11283	-0.84858	0.75529	0.98712	0.39612	0.78441	-0.59332	-0.078892
Pdcl2	5	0.058122	0.4804	0.60758	0.95751	0.63094	0.89177	-0.020683	-0.17096	0.94559	0.99687	0.86426	0.95942	-0.65136	-0.078805
Gdpd2	5	0.26965	1.8516	0.063296	0.42279	0.064078	0.47531	0.19085	1.3105	0.20823	0.72154	0.19002	0.72224	-0.5411	-0.0788
Tmem144	5	-0.0056455	-0.045668	0.86457	0.9928	0.96357	0.98957	-0.084434	-0.683	0.83739	0.99168	0.49461	0.8236	-0.637332	-0.0787885
Bnip3	5	0.24127	1.914	0.094739	0.50799	0.055626	0.43102	0.16252	1.2892	0.28386	0.80728	0.19732	0.7266	-0.6248	-0.07875
Plau	5	0.15112	0.98738	0.28427	0.79807	0.32346	0.78589	0.072374	0.47286	0.58205	0.96107	0.63631	0.88008	-0.51452	-0.078746
Olfr1006	5	-0.029856	-0.27939	0.95957	0.99926	0.77995	0.93729	-0.10858	-1.016	0.76613	0.98712	0.30962	0.75445	-0.73661	-0.078724
Olfr1148	3	-0.11855	-0.65778	0.70592	0.97719	0.51068	0.85036	-0.19726	-1.0945	0.53653	0.94695	0.27374	0.74592	-0.43672	-0.07871
Zfp647	5	-0.061101	-0.55592	0.93146	0.99926	0.57827	0.87157	-0.1398	-1.2719	0.68429	0.97931	0.20342	0.7266	-0.71598	-0.078699
Cacul1	5	0.019821	0.18832	0.7651	0.98545	0.85063	0.95747	-0.058876	-0.55939	0.92052	0.99429	0.5759	0.85538	-0.74771	-0.078697
Nme7	5	0.20186	1.3082	0.15937	0.63853	0.19079	0.73081	0.12317	0.79828	0.40372	0.90016	0.42471	0.79331	-0.50992	-0.07869
Arhgap22	5	0.29465	1.2766	0.043619	0.35155	0.20175	0.73497	0.21596	0.93562	0.15901	0.65503	0.34947	0.76515	-0.34098	-0.07869
Ugt2a3	5	0.28903	1.113	0.047781	0.36769	0.2657	0.76933	0.21034	0.80996	0.1699	0.67188	0.41796	0.78983	-0.30304	-0.07869
Faim2	5	0.042617	0.30315	0.67078	0.97215	0.76177	0.93188	-0.036063	-0.25653	0.99856	0.99974	0.79754	0.93699	-0.55968	-0.07868
Zfp827	5	-0.14586	-1.089	0.67766	0.97447	0.27616	0.77297	-0.22453	-1.6763	0.5056	0.93528	0.093678	0.59157	-0.5873	-0.07867
Lrrtm2	5	0.21439	1.0719	0.13543	0.59272	0.28378	0.77849	0.13573	0.67858	0.3639	0.87186	0.4974	0.82525	-0.39332	-0.07866
Cx3cl1	5	0.19723	1.1384	0.16898	0.65362	0.25493	0.76455	0.11857	0.6844	0.418	0.90471	0.49372	0.82317	-0.454	-0.07866
Glt6d1	5	0.17969	1.0985	0.20659	0.70797	0.27201	0.77189	0.10104	0.61766	0.47698	0.92692	0.5368	0.84335	-0.48084	-0.07865
Copa	5	-1.7813	-4.6656	0.00035964	0.015317	3.08E-06	0.00021729	-1.8599	-4.8705	5.14E-05	0.0028986	1.11E-06	0.00012353	-0.2049	-0.0786
Rtn4	5	0.13881	0.98969	0.32069	0.83105	0.32232	0.7858	0.060211	0.42928	0.62993	0.96907	0.66772	0.89061	-0.56041	-0.078599
Lpar6	5	0.2723	1.7983	0.06083	0.41289	0.072136	0.51261	0.19379	1.2798	0.20181	0.71273	0.20061	0.7266	-0.5185	-0.07851
Ccl3	5	0.018043	0.15912	0.77214	0.98648	0.87357	0.96439	-0.060398	-0.53264	0.91518	0.99426	0.59428	0.86405	-0.69176	-0.078441
Wls	5	-0.14935	-1.415	0.66872	0.97171	0.15706	0.70943	-0.22779	-2.1581	0.5001	0.93381	0.030917	0.28002	-0.7431	-0.07844
Psmd14	5	-1.1916	-3.1807	0.0065249	0.10557	0.0014692	0.023536	-1.27	-3.3897	0.0046753	0.084967	0.0006997	0.012437	-0.209	-0.0784
Orc3	5	-0.54998	-2.3756	0.14853	0.61602	0.017523	0.17785	-0.62837	-2.7141	0.10358	0.54442	0.0066464	0.077651	-0.3385	-0.07839
Il13ra2	5	0.27566	1.2029	0.057388	0.39914	0.22902	0.75606	0.1973	0.86095	0.19451	0.70501	0.38927	0.78281	-0.34195	-0.07836
Hdac2	5	-0.23264	-1.2537	0.50067	0.9203	0.20994	0.74217	-0.311	-1.6759	0.37361	0.87894	0.093762	0.59157	-0.4222	-0.07836
Celf4	5	0.18321	1.181	0.20027	0.70426	0.23759	0.75893	0.10486	0.67598	0.46501	0.92484	0.49905	0.82565	-0.50502	-0.07835
Ptk6	5	0.43222	1.1539	0.0039046	0.073501	0.24852	0.76332	0.35388	0.94478	0.027795	0.27518	0.34477	0.76352	-0.20912	-0.07834
1700026L06Rik	5	0.00087775	0.010524	0.84027	0.99117	0.9916	0.99788	-0.077447	-0.92853	0.85984	0.99376	0.35313	0.76648	-0.939054	-0.07832475
Lpo	5	0.032798	0.17	0.71142	0.97819	0.86501	0.9622	-0.045526	-0.23598	0.96491	0.99816	0.81345	0.94251	-0.40598	-0.078324
Slc5a6	5	-0.14228	-0.9568	0.68614	0.9751	0.33867	0.78994	-0.2206	-1.4834	0.51238	0.93758	0.13797	0.68135	-0.5266	-0.07832
Olfr1264	5	0.021408	0.25861	0.75771	0.9836	0.79593	0.94236	-0.056908	-0.68746	0.92782	0.99581	0.49179	0.82165	-0.94607	-0.078316
Ubxn10	5	0.073511	0.67564	0.54495	0.93612	0.49927	0.84753	-0.0047729	-0.043865	0.88332	0.99417	0.96501	0.99046	-0.719505	-0.0782839
Tfg	5	-0.29281	-1.6832	0.40357	0.87698	0.092335	0.5906	-0.37109	-2.1332	0.30153	0.82593	0.032905	0.29433	-0.45	-0.07828
Pdgfra	5	0.12138	0.63872	0.37392	0.86041	0.52301	0.85347	0.043102	0.22679	0.69698	0.97931	0.82058	0.94516	-0.41193	-0.078278
1300017J02Rik	5	-0.049868	-0.37086	0.97118	0.99926	0.71074	0.91355	-0.12813	-0.95292	0.71255	0.97994	0.34063	0.76211	-0.58206	-0.078262
Pds5a	5	0.10994	0.7518	0.41204	0.88212	0.45217	0.83112	0.031687	0.21668	0.7406	0.9854	0.82846	0.94827	-0.53512	-0.078253
Cd37	5	-0.0021998	-0.022035	0.85183	0.99148	0.98242	0.99533	-0.080446	-0.8058	0.85024	0.99376	0.42036	0.79148	-0.783765	-0.0782462
Piga	5	0.013348	0.15893	0.79156	0.98966	0.87372	0.96439	-0.064892	-0.77265	0.90095	0.99417	0.43973	0.79871	-0.93158	-0.07824
Phf20l1	5	0.20601	1.1829	0.14982	0.61801	0.23684	0.75893	0.12777	0.73371	0.38913	0.88835	0.46313	0.80987	-0.44919	-0.07824
Allc	5	0.18667	1.7624	0.19241	0.69519	0.077994	0.53794	0.10844	1.0238	0.45386	0.92243	0.30593	0.75394	-0.7386	-0.07823
Nanos3	5	0.12616	0.65527	0.35825	0.85254	0.51229	0.8506	0.047931	0.24894	0.679	0.97931	0.80341	0.93882	-0.40633	-0.078229
Agmo	5	0.010035	0.058771	0.80533	0.99117	0.95313	0.9868	-0.068171	-0.39924	0.88959	0.99417	0.68971	0.89819	-0.458011	-0.078206
Bckdk	5	0.10414	0.86357	0.4327	0.89262	0.38782	0.80598	0.025935	0.21506	0.76341	0.98712	0.82972	0.94872	-0.64851	-0.078205
D430019H16Rik	5	0.40388	1.2429	0.006679	0.10664	0.21389	0.74682	0.32568	1.0022	0.042489	0.35267	0.31622	0.75555	-0.2407	-0.0782
Klhdc10	5	-0.13476	-1.1562	0.7054	0.97702	0.24761	0.76332	-0.21295	-1.827	0.5263	0.94217	0.067695	0.49834	-0.6708	-0.07819
Fbxl5	5	0.30791	1.0859	0.036169	0.3164	0.2775	0.77361	0.22973	0.81022	0.13697	0.61457	0.41781	0.78979	-0.27568	-0.07818
Cers3	5	0.25883	0.99312	0.074291	0.456	0.32065	0.78516	0.18066	0.69314	0.23402	0.75551	0.48822	0.82082	-0.29998	-0.07817
Keg1	5	0.1423	1.3903	0.31047	0.82116	0.16444	0.71684	0.064174	0.627	0.61462	0.96577	0.53066	0.84022	-0.7633	-0.078126
